Timestamp,Acce_X,Acce_Y,Acce_Z,Gyro_X,Gyro_Y,Gyro_Z,Temp
28727,-0.10,-0.37,1.03,-6.09,0.66,2.93,33.52
28737,-0.10,-0.37,1.03,-5.89,-0.02,2.99,33.61
28747,-0.10,-0.38,1.04,-5.54,-0.53,3.53,33.61
28757,-0.10,-0.39,1.03,-4.96,-0.78,3.68,33.61
28767,-0.09,-0.39,1.02,-4.26,-1.02,3.95,33.52
28777,-0.08,-0.38,1.00,-4.99,-1.08,4.03,33.52
28787,-0.08,-0.38,1.00,-6.34,-0.61,3.97,33.52
28797,-0.08,-0.39,1.02,-8.21,0.38,3.74,33.52
28807,-0.09,-0.39,1.03,-8.56,0.85,3.42,33.52
28817,-0.08,-0.39,1.05,-8.93,0.87,3.16,33.71
28827,-0.09,-0.39,1.09,-8.60,-1.36,2.50,33.61
28837,-0.08,-0.40,1.08,-7.16,-2.44,1.76,33.52
28847,-0.08,-0.41,1.09,-5.51,-2.29,1.89,33.61
28857,-0.05,-0.39,1.09,-3.07,-0.32,1.77,33.61
28867,-0.03,-0.39,1.08,-1.60,1.45,1.74,33.61
28877,-0.02,-0.37,1.06,-1.22,4.02,1.21,33.61
28887,-0.01,-0.36,1.06,-1.56,5.13,0.14,33.52
28897,0.01,-0.34,1.05,-2.85,4.31,-1.59,33.52
28907,0.01,-0.33,1.04,-4.47,1.36,-3.21,33.61
28917,0.02,-0.32,1.05,-5.71,-3.62,-5.33,33.52
28927,0.05,-0.32,1.05,-6.14,-8.69,-6.85,33.61
28937,0.08,-0.31,1.03,-5.71,-11.69,-7.97,33.61
28947,0.12,-0.30,1.02,-4.69,-11.66,-9.50,33.61
28957,0.16,-0.30,1.00,-4.67,-9.05,-11.42,33.52
28967,0.18,-0.31,0.98,-5.77,-4.53,-13.47,33.52
28977,0.21,-0.33,0.98,-6.41,1.39,-15.45,33.61
28987,0.25,-0.35,0.98,-7.45,9.83,-18.78,33.71
28997,0.26,-0.36,1.02,-9.07,15.13,-25.39,33.61
29007,0.34,-0.31,1.02,-16.90,23.76,-32.20,33.61
29017,0.34,-0.38,1.04,-12.43,29.86,-41.15,33.71
29027,0.34,-0.39,1.09,-12.53,42.15,-49.59,33.52
29037,0.32,-0.36,1.07,-13.92,50.67,-56.02,33.52
29047,0.24,-0.35,1.06,-11.44,51.83,-59.19,33.61
29057,0.26,-0.33,0.93,-9.82,71.33,-58.18,33.61
29067,0.09,-0.41,1.09,-4.47,46.00,-59.88,33.61
29077,0.13,-0.40,1.06,-2.56,50.84,-59.47,33.52
29087,0.10,-0.40,1.05,-3.53,47.53,-61.25,33.52
29097,0.08,-0.40,1.08,-7.54,48.00,-62.02,33.52
29107,0.04,-0.40,1.14,-8.99,47.85,-61.42,33.61
29117,0.02,-0.42,1.21,-8.20,48.52,-61.95,33.61
29127,0.01,-0.44,1.26,-3.60,45.54,-64.00,33.61
29137,-0.01,-0.45,1.29,2.55,35.01,-67.57,33.61
29147,-0.04,-0.45,1.29,8.84,25.76,-70.99,33.61
29157,-0.06,-0.45,1.27,14.87,17.25,-73.42,33.52
29167,-0.09,-0.44,1.28,20.55,1.11,-74.18,33.52
29177,-0.11,-0.43,1.24,29.19,-13.56,-76.53,33.61
29187,-0.06,-0.40,1.14,32.35,-21.13,-77.79,33.52
29197,-0.03,-0.38,1.06,34.61,-28.24,-79.65,33.61
29207,0.00,-0.37,1.00,34.44,-30.58,-80.84,33.52
29217,0.06,-0.31,0.94,26.84,-19.24,-82.15,33.61
29227,0.08,-0.32,0.85,30.26,-22.76,-83.08,33.61
29237,0.11,-0.32,0.62,23.56,-7.24,-85.63,33.52
29247,0.05,-0.33,0.76,20.52,-8.27,-82.72,33.52
29257,0.05,-0.26,0.70,11.94,5.19,-82.29,33.52
