Millis,Acce_X,Acce_Y,Acce_Z,Gyro_X,Gyro_Y,Gyro_Z,Temp
110057,-0.17,-0.17,1.02,-26.02,-9.79,42.34,30.41
110067,-0.23,-0.20,1.07,-28.90,-13.88,43.92,30.41
110077,-0.27,-0.24,1.13,-27.89,-27.56,47.74,30.37
110087,-0.26,-0.26,1.13,-24.00,-42.93,53.62,30.46
110097,-0.14,-0.24,1.04,-20.20,-49.89,64.87,30.37
110107,0.05,-0.18,0.94,-18.75,-44.81,76.64,30.46
110117,0.31,-0.15,0.88,-19.45,-34.18,85.91,30.37
110127,0.55,-0.21,0.86,-22.99,-18.79,84.63,30.46
110137,0.74,-0.35,0.92,-30.29,1.02,70.89,30.51
110147,0.86,-0.53,1.07,-31.21,9.83,50.99,30.51
110157,0.92,-0.69,1.28,-21.59,16.79,27.65,30.41
110167,0.94,-0.71,1.39,-5.92,9.92,2.46,30.41
110177,0.95,-0.67,1.43,11.08,-1.19,-22.35,30.41
110187,0.92,-0.60,1.39,25.76,-15.65,-42.38,30.41
110197,0.89,-0.51,1.27,33.76,-23.59,-55.21,30.41
110207,0.91,-0.44,1.15,35.89,-21.22,-63.82,30.46
110217,0.92,-0.40,1.03,34.47,-7.97,-69.40,30.37
110227,0.86,-0.34,0.99,29.01,8.56,-71.25,30.37
110237,0.80,-0.33,1.03,22.47,18.95,-72.20,30.37
110247,0.77,-0.36,1.08,18.06,22.18,-76.06,30.37
110257,0.74,-0.40,1.13,16.11,16.81,-83.91,30.37
110267,0.74,-0.44,1.13,18.60,9.62,-91.33,30.32
110277,0.72,-0.49,1.09,21.50,7.04,-99.47,30.41
110287,0.71,-0.48,1.00,24.69,9.94,-103.54,30.51
110297,0.71,-0.43,0.92,25.11,20.06,-106.52,30.41
110307,0.70,-0.39,0.83,21.11,34.06,-107.21,30.41
110317,0.66,-0.36,0.73,14.47,55.74,-104.08,30.41
110327,0.58,-0.36,0.73,11.45,77.74,-100.03,30.37
110337,0.49,-0.38,0.74,7.08,91.02,-98.75,30.37
110347,0.39,-0.42,0.74,1.54,96.17,-101.92,30.46
110357,0.25,-0.44,0.76,-4.95,94.50,-104.73,30.46
110367,0.15,-0.45,0.80,-9.80,83.88,-109.45,30.37
110377,0.07,-0.42,0.83,-10.55,75.60,-115.42,30.46
110387,-0.07,-0.41,0.87,-9.83,64.63,-117.82,30.46
110397,-0.19,-0.44,0.93,-6.69,51.98,-116.43,30.41
110407,-0.28,-0.48,1.00,0.00,32.93,-114.34,30.51
110417,-0.33,-0.48,1.02,6.34,14.43,-116.32,30.41
110427,-0.35,-0.45,0.97,8.93,-8.73,-119.25,30.51
110437,-0.34,-0.36,0.85,6.82,-22.46,-118.27,30.41
110447,-0.33,-0.29,0.81,1.97,-24.26,-111.51,30.41
110457,-0.23,-0.20,0.72,-4.96,-15.63,-102.21,30.46
110467,-0.21,-0.19,0.76,-22.00,-1.48,-94.31,30.46
110477,-0.21,-0.26,0.92,-32.55,3.68,-89.34,30.46
110487,-0.22,-0.36,1.07,-33.80,7.37,-90.02,30.46
110497,-0.25,-0.44,1.19,-28.14,6.90,-89.59,30.37
110507,-0.25,-0.53,1.32,-17.94,3.65,-85.25,30.46
110517,-0.20,-0.55,1.36,-3.82,-6.26,-79.50,30.46
110527,-0.04,-0.55,1.25,10.31,-5.02,-73.62,30.32
110537,0.14,-0.52,1.09,18.70,5.04,-71.89,30.41
110547,0.31,-0.47,0.95,17.48,20.79,-77.39,30.51
110557,0.36,-0.47,0.91,6.89,37.56,-87.83,30.51
110567,0.28,-0.50,0.97,-4.85,50.24,-96.08,30.41
110577,0.18,-0.56,1.05,-5.08,54.64,-105.39,30.51
110587,0.05,-0.58,1.06,-2.11,58.41,-108.93,30.46
110597,-0.04,-0.58,1.06,6.35,58.56,-107.95,30.37
110607,-0.12,-0.51,1.02,13.50,56.90,-107.07,30.46
110617,-0.16,-0.44,0.96,13.51,59.25,-101.04,30.46
110627,-0.16,-0.33,0.94,9.47,61.33,-94.00,30.46
110637,-0.13,-0.30,0.93,4.93,64.27,-88.84,30.37
110647,-0.14,-0.33,0.95,-3.54,65.92,-83.76,30.46
110657,-0.16,-0.37,1.04,-5.94,59.44,-85.05,30.51
110667,-0.17,-0.42,1.09,-6.70,48.69,-89.97,30.41
110677,-0.21,-0.44,1.14,-7.37,33.44,-93.94,30.41
110687,-0.22,-0.44,1.18,-4.32,20.84,-94.60,30.51
110697,-0.21,-0.44,1.21,-0.78,13.30,-91.18,30.32
110707,-0.15,-0.43,1.20,3.69,10.93,-88.08,30.41
110717,-0.06,-0.46,1.17,7.83,17.28,-83.31,30.41
110727,0.01,-0.50,1.13,10.47,20.32,-84.08,30.46
110737,-0.02,-0.52,1.12,14.27,20.49,-87.74,30.37
110747,-0.06,-0.47,1.09,18.32,14.44,-91.82,30.37
110757,-0.07,-0.40,1.05,18.82,2.17,-94.70,30.55
110767,-0.05,-0.35,0.98,16.38,-9.08,-94.82,30.46
110777,-0.01,-0.32,0.93,12.31,-14.96,-94.56,30.46
110787,0.07,-0.30,0.90,7.82,-13.02,-94.24,30.41
110797,0.13,-0.31,0.87,3.02,-2.24,-92.15,30.51
110807,0.16,-0.35,0.88,-1.01,16.46,-86.85,30.32
110817,0.14,-0.39,0.90,0.50,31.11,-82.69,30.41
110827,0.13,-0.44,0.90,2.82,48.53,-81.28,30.51
110837,0.11,-0.46,0.91,4.87,55.94,-83.13,30.41
110847,0.07,-0.43,0.88,8.09,54.35,-89.89,30.41
110857,-0.00,-0.39,0.85,6.24,51.42,-94.37,30.46
110867,-0.05,-0.38,0.85,3.73,47.45,-91.86,30.37
110877,-0.08,-0.38,0.86,2.66,49.13,-90.24,30.37
110887,-0.16,-0.40,0.94,2.79,48.41,-81.73,30.46
110897,-0.19,-0.43,0.97,5.22,47.28,-71.73,30.46
110907,-0.14,-0.45,0.95,8.64,42.17,-66.53,30.37
110917,-0.10,-0.45,0.88,6.32,38.26,-65.48,30.37
110927,-0.06,-0.42,0.81,-2.50,35.36,-68.95,30.41
110937,-0.03,-0.41,0.76,-11.59,37.13,-74.47,30.41
110947,-0.02,-0.46,0.81,-14.66,36.78,-78.03,30.41
