Timestamp,Acce_X,Acce_Y,Acce_Z,Gyro_X,Gyro_Y,Gyro_Z,Temp
3177,-0.01,-0.46,0.94,-29.85,0.14,6.84,32.25
3187,-0.01,-0.47,0.93,-28.50,-2.02,9.24,32.15
3197,0.02,-0.45,0.92,-28.24,-4.37,9.82,32.25
3207,0.05,-0.42,0.90,-30.53,-5.07,10.81,32.25
3217,0.08,-0.44,0.88,-33.76,-2.64,10.60,32.15
3227,0.07,-0.48,0.91,-35.04,-2.21,9.40,32.25
3237,0.09,-0.49,0.93,-37.28,1.85,8.66,32.29
3247,0.06,-0.49,0.95,-37.19,5.80,9.21,32.25
3257,0.04,-0.51,0.98,-36.00,8.49,9.69,32.25
3267,0.04,-0.52,1.00,-35.44,7.74,9.82,32.25
3277,0.03,-0.54,1.04,-36.09,4.95,8.34,32.20
3287,0.04,-0.55,1.06,-35.54,1.97,7.66,32.29
3297,0.04,-0.58,1.06,-35.60,-0.11,7.77,32.20
3307,0.04,-0.60,1.08,-34.85,-2.24,6.96,32.29
3317,0.04,-0.63,1.10,-35.76,-4.66,5.76,32.20
3327,0.04,-0.66,1.14,-35.08,-5.65,5.28,32.29
3337,0.04,-0.69,1.19,-31.68,-2.23,5.66,32.20
3347,0.05,-0.68,1.24,-26.96,5.86,7.83,32.29
3357,0.06,-0.67,1.29,-22.12,15.98,9.28,32.29
3367,0.06,-0.67,1.35,-18.85,22.82,9.45,32.20
3377,0.06,-0.67,1.40,-17.47,25.57,8.12,32.20
3387,0.04,-0.69,1.44,-18.31,24.56,5.95,32.29
3397,0.00,-0.70,1.51,-18.73,21.21,4.38,32.20
3407,0.01,-0.74,1.59,-15.95,16.03,4.17,32.20
3417,0.02,-0.80,1.69,-6.37,11.31,3.27,32.20
3427,0.05,-0.85,1.73,3.97,9.48,1.33,32.25
3437,0.06,-0.89,1.77,18.84,8.35,0.03,32.15
3447,0.03,-0.89,1.76,33.21,5.77,-1.65,32.15
3457,0.00,-0.89,1.73,46.81,-0.85,-2.66,32.34
3467,-0.01,-0.85,1.67,55.50,-10.35,-3.91,32.25
3477,-0.02,-0.81,1.59,61.98,-21.11,-5.28,32.25
3487,-0.01,-0.79,1.51,65.98,-28.52,-7.31,32.25
3497,-0.02,-0.77,1.43,68.89,-31.79,-8.31,32.15
3507,0.00,-0.74,1.37,71.53,-30.95,-8.17,32.25
3517,0.05,-0.72,1.31,74.41,-25.30,-8.82,32.25
3527,0.04,-0.74,1.29,76.95,-18.35,-9.11,32.29
3537,0.03,-0.76,1.28,82.35,-12.89,-7.59,32.25
3547,0.03,-0.77,1.27,88.55,-9.92,-6.41,32.15
3557,0.04,-0.79,1.26,95.62,-10.58,-6.82,32.25
3567,0.07,-0.77,1.20,100.53,-10.44,-8.69,32.29
3577,0.07,-0.75,1.18,102.89,-12.47,-12.69,32.29
3587,0.06,-0.73,1.14,105.16,-16.58,-15.50,32.20
3597,0.08,-0.68,1.09,109.54,-17.36,-17.82,32.29
3607,0.08,-0.65,1.04,111.92,-14.53,-19.59,32.29
3617,0.07,-0.66,1.03,114.06,-11.50,-20.29,32.20
3627,0.06,-0.67,1.02,117.53,-8.06,-20.41,32.20
3637,0.04,-0.67,1.01,120.41,-8.95,-20.76,32.20
3647,0.02,-0.64,1.02,124.15,-17.39,-21.60,32.20
3657,-0.02,-0.63,1.02,128.40,-36.03,-23.24,32.29
3667,-0.02,-0.64,0.99,131.27,-55.68,-25.44,32.20
3677,0.00,-0.67,0.97,133.89,-84.23,-29.94,32.20
3687,0.06,-0.67,0.91,135.89,-106.76,-35.54,32.11
3697,0.13,-0.63,0.81,134.43,-122.93,-40.37,32.20
3707,0.21,-0.60,0.77,130.61,-135.57,-47.89,32.25
3717,0.29,-0.52,0.72,123.79,-136.40,-59.10,32.25
3727,0.32,-0.43,0.70,117.69,-132.69,-68.23,32.15
3737,0.35,-0.32,0.65,114.06,-119.63,-73.07,32.15
3747,0.38,-0.19,0.62,107.30,-91.39,-76.21,32.25
3757,0.42,-0.09,0.60,100.70,-56.81,-76.89,32.25
3767,0.42,-0.07,0.62,90.96,-21.28,-76.18,32.15
3777,0.37,-0.10,0.71,81.88,9.59,-75.18,32.15
3787,0.27,-0.11,0.81,80.23,32.85,-71.92,32.15
3797,0.18,-0.08,0.91,81.30,51.77,-68.49,32.25
3807,0.06,-0.04,1.01,83.66,59.56,-64.03,32.25
3817,-0.04,-0.01,1.06,85.11,49.60,-57.30,32.20
3827,-0.09,0.03,1.08,84.49,33.15,-50.90,32.15
3837,-0.09,0.04,1.08,83.53,12.82,-45.16,32.25
3847,-0.06,0.06,1.06,80.82,0.35,-39.59,32.25
3857,-0.01,0.06,1.08,82.31,-8.17,-34.92,32.29
3867,0.06,0.03,1.09,90.29,-11.07,-30.69,32.20
3877,0.12,0.03,1.07,98.03,-8.49,-27.98,32.20
3887,0.15,0.04,1.00,100.05,-8.09,-26.06,32.20
3897,0.16,0.04,0.98,99.07,-5.63,-24.96,32.20
3907,0.19,0.07,0.95,98.61,-9.54,-25.88,32.20
3917,0.22,0.09,0.87,97.22,-8.31,-28.73,32.11
3927,0.24,0.14,0.84,91.42,-4.85,-31.28,32.20
3937,0.23,0.17,0.81,87.83,1.48,-34.20,32.20
3947,0.20,0.18,0.86,82.29,-2.63,-33.69,32.20
3957,0.20,0.17,0.86,81.79,-0.76,-35.01,32.20
3967,0.16,0.15,0.91,87.24,0.26,-36.50,32.20
3977,0.12,0.13,0.92,95.66,2.26,-37.48,32.20
3987,0.07,0.15,0.88,105.95,-3.77,-34.73,32.20
3997,0.06,0.22,0.84,110.90,-4.50,-31.07,32.15
4007,0.07,0.31,0.75,111.22,-8.35,-25.73,32.25
4017,0.06,0.38,0.65,108.99,-14.52,-21.37,32.25
4027,0.08,0.41,0.59,103.60,-23.39,-18.61,32.15
4037,0.11,0.39,0.56,97.86,-35.36,-20.14,32.25
4047,0.14,0.37,0.54,92.14,-48.14,-24.18,32.25
4057,0.16,0.35,0.48,88.03,-58.41,-29.48,32.25
4067,0.18,0.35,0.43,85.42,-66.76,-33.98,32.25
4077,0.22,0.36,0.35,86.89,-68.26,-35.86,32.15
4087,0.27,0.39,0.21,88.35,-56.87,-33.19,32.15
4097,0.33,0.43,0.09,85.89,-33.40,-28.64,32.15
4107,0.37,0.48,0.05,79.57,-8.35,-25.85,32.20
4117,0.37,0.52,0.06,70.41,10.34,-25.97,32.20
4127,0.34,0.52,0.17,62.47,19.01,-29.34,32.20
4137,0.30,0.51,0.28,55.25,17.95,-35.79,32.20
4147,0.25,0.49,0.40,50.78,15.34,-42.47,32.20
4157,0.19,0.47,0.49,50.78,12.67,-46.41,32.20
4167,0.14,0.47,0.57,55.25,9.62,-47.11,32.20
4177,0.11,0.48,0.62,60.87,4.27,-45.04,32.20
4187,0.10,0.48,0.64,67.59,0.35,-43.16,32.20
4197,0.10,0.49,0.64,72.89,-3.08,-43.07,32.20
4207,0.12,0.49,0.66,76.73,-4.49,-44.00,32.20
