Millis,Acce_X,Acce_Y,Acce_Z,Gyro_X,Gyro_Y,Gyro_Z,Temp
15567,0.04,-0.47,1.01,0.35,20.50,-5.07,29.94
15577,0.03,-0.46,1.01,1.07,17.30,-4.76,29.85
15587,0.03,-0.45,1.00,0.46,13.53,-4.82,29.94
15597,0.03,-0.45,0.99,-0.17,10.61,-4.46,29.94
15607,0.04,-0.45,1.00,-0.93,9.24,-5.33,29.94
15617,0.05,-0.46,1.00,-2.02,8.53,-7.45,29.94
15627,0.02,-0.47,1.01,-2.99,5.97,-8.89,29.99
15637,0.02,-0.46,1.01,-3.39,7.60,-9.74,29.99
15647,-0.03,-0.46,1.04,-4.18,12.38,-6.11,29.99
15657,-0.05,-0.46,1.06,-5.01,16.53,-2.12,29.89
15667,-0.09,-0.48,1.11,-4.18,22.61,2.41,29.99
15677,-0.14,-0.50,1.14,-3.63,23.73,6.76,30.08
15687,-0.19,-0.53,1.18,-1.71,20.73,8.37,29.80
15697,-0.23,-0.55,1.16,1.33,10.98,7.88,29.94
15707,-0.28,-0.54,1.15,4.02,-4.15,5.77,29.94
15717,-0.31,-0.53,1.09,5.76,-21.88,3.24,29.94
15727,-0.31,-0.48,1.01,6.18,-35.82,3.33,29.94
15737,-0.30,-0.42,0.93,5.34,-42.53,6.72,30.04
15747,-0.27,-0.41,0.88,1.85,-39.89,12.21,29.94
15757,-0.25,-0.42,0.88,-2.21,-30.02,18.46,29.99
15767,-0.23,-0.46,0.91,-5.91,-16.02,25.34,29.99
15777,-0.24,-0.53,0.97,-5.77,-3.08,31.97,29.89
15787,-0.26,-0.57,1.03,-0.53,6.38,35.97,29.99
15797,-0.31,-0.60,1.07,6.09,8.06,38.18,29.99
15807,-0.34,-0.60,1.06,12.69,4.27,40.08,30.08
15817,-0.37,-0.58,1.03,18.11,-1.94,41.54,29.94
15827,-0.39,-0.55,0.99,19.91,-8.00,43.45,30.04
15837,-0.39,-0.55,0.95,20.29,-10.34,49.33,29.94
15847,-0.40,-0.50,0.93,16.05,-18.11,53.15,30.04
15857,-0.40,-0.50,0.92,12.69,-20.92,58.67,29.94
15867,-0.41,-0.52,0.92,11.45,-25.10,64.66,30.04
15877,-0.38,-0.52,0.89,10.18,-27.31,69.51,29.99
15887,-0.36,-0.53,0.88,7.80,-29.22,74.52,29.99
15897,-0.33,-0.53,0.87,6.11,-28.24,79.94,29.89
15907,-0.29,-0.54,0.87,4.93,-23.47,85.16,29.99
15917,-0.30,-0.56,0.89,3.05,-19.80,89.37,29.89
15927,-0.28,-0.58,0.92,-0.21,-12.23,94.41,29.99
15937,-0.31,-0.63,0.98,-0.61,-13.11,98.43,29.94
15947,-0.35,-0.69,1.06,2.44,-18.52,101.80,30.04
15957,-0.39,-0.75,1.11,7.74,-31.68,101.65,30.04
15967,-0.41,-0.74,1.11,16.05,-51.33,102.35,29.94
15977,-0.36,-0.69,1.03,29.71,-68.49,106.60,29.89
15987,-0.31,-0.69,0.98,37.85,-75.08,114.15,30.04
15997,-0.22,-0.69,0.92,41.69,-77.37,118.43,29.89
16007,-0.15,-0.69,0.90,40.66,-69.60,120.32,29.99
16017,-0.14,-0.70,0.90,40.76,-62.23,120.58,29.89
16027,-0.16,-0.66,0.91,38.64,-61.80,119.25,29.99
16037,-0.16,-0.61,0.84,36.87,-65.13,119.08,29.99
16047,-0.14,-0.59,0.81,30.34,-67.66,120.34,29.89
16057,-0.11,-0.58,0.81,24.08,-68.60,124.14,29.94
16067,-0.06,-0.59,0.81,17.11,-62.89,128.40,29.94
16077,-0.01,-0.62,0.83,9.21,-57.98,131.21,29.94
16087,0.00,-0.66,0.86,3.10,-55.95,132.02,29.94
16097,0.01,-0.69,0.91,-0.17,-59.36,130.87,30.04
16107,-0.01,-0.72,0.94,1.42,-70.43,128.58,29.89
16117,0.03,-0.70,0.91,6.52,-75.94,127.83,29.99
16127,0.08,-0.71,0.87,6.93,-79.98,128.56,29.89
16137,0.15,-0.69,0.84,8.21,-77.42,128.06,29.89
16147,0.23,-0.71,0.77,11.86,-66.70,129.56,29.99
16157,0.26,-0.69,0.77,9.21,-43.60,129.57,30.08
16167,0.28,-0.69,0.81,7.45,-29.71,126.85,29.89
16177,0.23,-0.71,0.87,4.75,-23.91,121.13,29.89
16187,0.16,-0.70,0.90,6.15,-27.42,115.04,29.94
16197,0.14,-0.65,0.85,10.92,-28.05,113.91,29.94
16207,0.15,-0.59,0.79,12.05,-21.44,117.60,29.94
16217,0.17,-0.59,0.80,9.04,-11.40,122.64,29.85
16227,0.18,-0.62,0.85,3.66,-1.37,122.40,29.94
16237,0.11,-0.66,0.92,-2.29,-1.98,117.08,29.99
16247,0.02,-0.69,1.00,-4.14,-16.44,108.37,29.89
16257,-0.09,-0.69,1.05,-0.60,-44.14,98.84,29.89
16267,-0.08,-0.60,0.95,8.21,-62.52,99.27,29.89
16277,-0.03,-0.51,0.78,12.53,-65.54,106.55,29.99
16287,0.08,-0.51,0.69,12.63,-49.04,121.39,29.89
16297,0.19,-0.54,0.65,11.40,-19.31,131.60,29.94
16307,0.21,-0.62,0.65,8.95,11.13,134.64,29.94
16317,0.16,-0.72,0.77,8.96,24.76,126.26,29.94
16327,0.03,-0.77,0.83,6.58,12.85,108.82,30.04
16337,-0.20,-0.81,0.91,6.02,-27.65,87.15,29.94
16347,-0.38,-0.80,0.92,10.47,-76.85,66.08,30.04
16357,-0.53,-0.67,0.80,13.31,-132.24,56.00,29.89
16367,-0.51,-0.48,0.57,17.51,-167.25,65.44,29.89
16377,-0.40,-0.27,0.27,20.53,-168.41,89.62,29.89
16387,-0.27,-0.15,0.09,18.46,-128.76,128.38,29.89
16397,-0.09,-0.13,0.03,11.94,-70.20,168.64,29.99
16407,0.04,-0.28,0.17,1.25,-13.98,198.23,29.89
16417,0.14,-0.44,0.31,-16.96,24.60,213.05,29.94
16427,0.21,-0.65,0.58,-33.54,37.60,213.19,29.94
16437,0.24,-0.87,0.86,-42.78,9.57,197.60,29.94
16447,0.32,-1.04,1.13,-42.73,-32.55,170.92,29.94
16457,0.35,-1.09,1.23,-30.14,-91.22,144.11,29.80
16467,0.42,-1.03,1.19,-13.68,-141.15,126.98,29.94
16477,0.57,-0.94,1.03,3.53,-168.44,116.43,29.89
16487,0.71,-0.83,0.81,11.83,-176.44,108.84,29.89
16497,0.77,-0.74,0.65,10.21,-172.20,104.05,30.08
16507,0.87,-0.67,0.54,9.92,-149.39,100.52,29.99
16517,0.92,-0.58,0.49,9.54,-115.83,99.59,29.89
16527,0.93,-0.53,0.52,0.70,-82.66,95.94,29.94
16537,0.87,-0.51,0.63,-8.82,-65.13,87.97,29.94
16547,0.81,-0.53,0.73,-15.82,-62.11,79.02,29.94
16557,0.75,-0.58,0.85,-20.47,-71.79,73.97,29.94
16567,0.65,-0.70,1.09,-14.44,-105.25,68.12,29.94
16577,0.61,-0.78,1.11,-0.37,-151.05,62.69,29.94
16587,0.67,-0.68,0.91,12.27,-204.40,54.40,29.99
16597,1.13,-0.54,0.43,-1.30,-163.63,61.13,30.08
16607,1.06,-0.63,0.65,2.47,-127.42,58.84,29.89
16617,1.16,-0.60,0.46,-6.44,-110.82,47.15,29.89
16627,1.18,-0.47,0.27,-24.90,-56.64,37.62,29.89
16637,1.08,-0.47,0.38,-37.77,-20.06,26.87,29.89
16647,0.94,-0.55,0.60,-45.62,12.66,14.60,29.94
16657,0.68,-0.61,0.88,-42.11,14.66,-1.22,29.94
16667,0.35,-0.59,1.07,-31.04,-25.63,-16.15,29.85
16677,0.16,-0.40,1.39,-15.54,-46.31,-15.83,29.89
16687,0.38,-0.27,1.12,0.58,-30.32,5.60,29.94
16697,0.28,-0.27,1.07,13.01,-48.64,23.59,29.94
16707,0.57,-0.06,0.93,-10.75,-38.11,43.18,29.89
16717,0.64,-0.32,0.87,-12.89,-53.15,46.26,29.99
16727,0.87,-0.57,0.97,-28.81,-60.99,30.41,29.99
16737,0.89,-0.65,1.02,-32.79,-63.65,11.89,29.89
16747,1.02,-0.67,0.93,-28.55,-41.83,3.42,29.89
16757,0.85,-0.86,1.09,3.97,-25.27,3.57,29.99
16767,0.88,-0.69,0.93,21.45,-9.69,-0.99,29.94
16777,0.80,-0.52,0.84,19.01,11.33,-5.07,29.94
16787,0.66,-0.51,0.85,19.73,17.30,-7.34,29.94
16797,0.64,-0.49,0.81,8.53,33.50,-10.52,29.94
16807,0.45,-0.55,1.08,-4.26,26.84,-16.08,29.89
16817,0.48,-0.54,1.13,-9.16,18.23,-25.54,29.85
16827,0.43,-0.53,1.20,-7.88,5.53,-22.43,29.99
16837,0.50,-0.43,1.12,-4.18,10.99,-13.85,29.99
16847,0.47,-0.49,1.07,9.13,24.31,-6.61,29.99
16857,0.54,-0.42,0.95,0.58,15.15,-7.65,29.99
16867,0.35,-0.42,0.99,-1.10,6.85,-6.84,29.89
16877,0.36,-0.32,0.89,-8.20,22.60,-2.69,30.08
16887,0.33,-0.29,0.87,-10.53,9.53,3.05,29.94
16897,0.44,-0.41,0.76,-8.67,13.68,0.14,29.94
16907,0.33,-0.50,0.90,-10.21,27.40,1.02,29.94
16917,0.44,-0.48,0.91,-8.34,37.74,-0.63,29.94
16927,0.26,-0.56,1.10,-5.50,33.68,-5.05,29.94
16937,0.29,-0.58,1.05,-1.15,26.27,-7.62,29.89
16947,0.27,-0.49,1.04,4.58,4.40,-10.09,29.99
16957,0.22,-0.37,1.07,10.52,-11.60,-10.99,29.89
16967,0.43,-0.36,0.83,2.75,-27.82,-13.07,29.89
16977,0.30,-0.27,0.86,-0.50,-26.43,-11.28,29.99
16987,0.37,-0.29,0.81,-6.37,-8.06,-8.82,29.89
16997,0.44,-0.35,0.72,0.66,19.73,-2.89,29.99
17007,0.30,-0.41,0.82,-1.31,24.03,1.80,29.89
17017,0.25,-0.42,0.92,3.66,22.44,2.78,29.94
17027,0.29,-0.40,0.95,0.72,20.23,4.21,29.94
17037,0.25,-0.43,1.01,1.82,8.99,3.13,29.94
17047,0.31,-0.45,0.99,6.58,-3.54,1.39,29.94
17057,0.35,-0.41,0.98,8.53,-15.18,1.48,29.85
17067,0.38,-0.41,0.90,4.44,-13.24,-1.79,29.99
17077,0.44,-0.40,0.93,1.59,-18.43,-4.82,29.89
17087,0.42,-0.38,0.88,3.19,-7.71,-4.81,29.99
17097,0.40,-0.41,0.91,-0.29,4.63,-3.40,29.99
17107,0.40,-0.38,0.94,-0.84,1.45,-3.57,29.99
17117,0.33,-0.48,0.96,6.31,0.82,-4.47,29.99
17127,0.34,-0.41,0.92,1.53,1.24,-3.13,29.99
17137,0.38,-0.43,0.93,1.76,-5.71,-2.53,29.94
17147,0.39,-0.43,0.98,1.91,-9.59,-4.02,29.94
17157,0.38,-0.45,0.94,14.85,-14.17,-4.79,29.94
17167,0.45,-0.45,0.88,8.53,-8.14,-8.00,29.85
17177,0.39,-0.47,0.92,14.90,-13.04,-7.24,29.94
17187,0.47,-0.39,0.86,7.33,-7.05,-5.73,29.94
17197,0.43,-0.42,0.90,6.61,-9.08,-4.63,29.99
17207,0.46,-0.40,0.89,4.72,12.61,-2.31,29.99
17217,0.48,-0.40,0.93,3.19,7.53,-2.23,29.99
17227,0.58,-0.39,0.92,7.25,4.14,-4.81,29.89
17237,0.44,-0.46,0.99,5.45,5.31,-7.07,29.89
17247,0.45,-0.46,1.02,5.02,0.85,-11.10,29.89
17257,0.57,-0.42,0.93,2.75,4.24,-15.28,29.99
17267,0.49,-0.47,0.98,0.90,10.99,-18.08,29.94
17277,0.51,-0.39,0.89,8.05,6.60,-16.32,29.94
17287,0.45,-0.43,0.93,8.56,16.58,-15.19,29.94
17297,0.53,-0.39,0.83,9.83,18.09,-14.99,29.94
17307,0.40,-0.40,0.96,5.83,21.68,-16.67,29.94
17317,0.39,-0.37,0.93,2.64,18.41,-15.37,29.85
17327,0.39,-0.40,0.89,3.13,16.60,-16.02,29.89
17337,0.41,-0.38,0.82,-0.32,16.37,-18.46,29.89
17347,0.38,-0.35,0.83,-5.21,17.04,-17.73,29.99
17357,0.39,-0.30,0.77,-8.72,16.93,-15.15,29.99
17367,0.34,-0.30,0.78,-11.10,19.11,-11.39,29.99
