Millis,Acce_X,Acce_Y,Acce_Z,Gyro_X,Gyro_Y,Gyro_Z,Temp
135617,-0.10,-0.55,0.81,-20.50,10.78,12.58,30.84
135627,-0.05,-0.58,0.81,-24.98,7.98,15.80,30.84
135637,-0.00,-0.60,0.81,-28.15,7.51,16.14,30.84
135647,0.02,-0.62,0.80,-30.18,7.36,15.34,30.84
135657,0.03,-0.63,0.81,-33.16,7.97,14.11,30.74
135667,0.02,-0.63,0.83,-35.51,6.85,13.77,30.88
135677,-0.00,-0.63,0.85,-37.54,4.53,13.94,30.88
135687,-0.01,-0.62,0.87,-39.13,0.84,14.61,30.79
135697,-0.02,-0.62,0.87,-40.34,-3.08,15.86,30.88
135707,-0.02,-0.64,0.87,-41.86,-6.41,17.40,30.88
135717,-0.02,-0.66,0.86,-42.70,-10.63,19.31,30.88
135727,-0.02,-0.70,0.84,-43.97,-11.77,21.15,30.65
135737,0.02,-0.77,0.87,-43.53,-10.35,21.19,30.84
135747,0.05,-0.81,0.94,-41.44,-8.03,17.80,30.93
135757,0.06,-0.82,1.01,-38.11,-6.17,12.43,30.84
135767,0.06,-0.79,1.07,-34.02,-0.79,9.18,30.84
135777,0.05,-0.76,1.14,-29.11,-0.24,6.63,30.84
135787,0.02,-0.74,1.21,-24.79,1.21,5.22,30.84
135797,-0.02,-0.76,1.27,-20.32,-0.55,3.51,30.69
135807,-0.06,-0.75,1.34,-17.22,-4.02,3.08,30.88
135817,-0.09,-0.75,1.39,-13.19,-8.96,4.92,30.79
135827,-0.07,-0.74,1.39,-7.60,-11.01,9.18,30.88
135837,-0.02,-0.78,1.43,-0.90,-8.98,11.22,30.88
135847,0.01,-0.82,1.48,4.43,-8.90,9.62,30.88
135857,0.02,-0.87,1.53,11.21,-11.22,5.36,30.84
135867,0.02,-0.88,1.57,18.64,-14.31,0.38,30.84
135877,0.02,-0.87,1.60,27.63,-14.90,-1.59,30.74
135887,0.02,-0.85,1.64,36.99,-13.91,-1.88,30.84
135897,0.03,-0.87,1.67,47.07,-12.47,-0.99,30.84
135907,0.05,-0.88,1.69,56.12,-11.60,-1.13,30.74
135917,0.06,-0.89,1.69,64.50,-12.64,-2.85,30.93
135927,0.06,-0.88,1.64,71.42,-14.14,-5.01,30.93
135937,0.05,-0.88,1.59,77.79,-17.10,-5.77,30.88
135947,0.05,-0.86,1.53,83.48,-17.19,-5.80,30.79
135957,0.06,-0.86,1.48,86.43,-14.82,-4.37,30.79
135967,0.07,-0.88,1.44,89.47,-11.44,-2.34,30.88
135977,0.09,-0.91,1.41,92.00,-6.47,-0.61,30.79
135987,0.12,-0.92,1.36,92.03,1.57,1.79,30.84
135997,0.15,-0.96,1.30,96.61,13.56,4.90,30.74
136007,0.19,-1.00,1.28,104.34,28.85,6.73,30.84
136017,0.24,-1.04,1.25,112.06,46.44,6.29,30.84
136027,0.22,-1.05,1.23,121.34,59.39,3.88,30.84
136037,0.20,-1.04,1.21,130.47,62.15,1.13,30.84
136047,0.15,-0.97,1.16,139.30,56.76,-2.46,30.74
136057,0.09,-0.90,1.10,144.52,46.69,-6.92,30.84
136067,0.05,-0.82,1.03,145.10,36.17,-10.72,30.79
136077,0.02,-0.74,0.99,142.15,29.80,-13.97,30.69
136087,-0.00,-0.70,0.97,138.11,27.04,-14.81,30.79
136097,-0.03,-0.68,0.97,137.37,24.20,-14.43,30.69
136107,-0.09,-0.67,1.01,140.61,19.31,-13.28,30.79
136117,-0.13,-0.64,1.02,140.76,14.66,-11.11,30.74
136127,-0.16,-0.61,1.02,140.18,8.27,-8.12,30.84
136137,-0.16,-0.54,1.01,136.79,5.16,-4.18,30.74
136147,-0.15,-0.49,0.98,131.97,4.50,-0.73,30.74
136157,-0.16,-0.47,0.99,125.95,6.18,3.25,30.84
136167,-0.16,-0.47,1.02,123.73,5.94,6.95,30.74
136177,-0.15,-0.48,1.04,123.07,4.14,8.69,30.74
136187,-0.14,-0.48,1.05,121.27,0.70,8.93,30.93
136197,-0.13,-0.47,1.08,121.11,-2.73,8.21,30.79
136207,-0.12,-0.45,1.07,119.89,-0.90,8.60,30.79
136217,-0.14,-0.43,1.10,119.71,2.90,10.11,30.79
136227,-0.16,-0.44,1.14,121.07,4.18,11.94,30.79
136237,-0.16,-0.44,1.17,123.57,3.37,13.51,30.69
136247,-0.16,-0.43,1.18,126.08,-0.32,14.06,30.84
136257,-0.16,-0.42,1.18,127.44,-4.96,15.18,30.79
136267,-0.16,-0.41,1.18,131.04,-11.47,16.17,30.74
136277,-0.13,-0.40,1.17,134.15,-17.83,15.50,30.74
136287,-0.12,-0.37,1.12,136.03,-24.58,14.92,30.84
136297,-0.09,-0.34,1.05,136.81,-27.85,14.93,30.74
136307,-0.08,-0.34,1.03,136.56,-31.39,14.17,30.84
136317,-0.07,-0.33,1.00,136.82,-34.15,12.43,30.84
136327,-0.08,-0.30,0.98,137.76,-38.89,9.48,30.69
136337,-0.07,-0.25,0.93,137.94,-42.44,6.76,30.69
136347,-0.07,-0.20,0.88,135.79,-44.90,4.76,30.79
136357,-0.07,-0.18,0.86,134.05,-44.81,4.53,30.79
136367,-0.08,-0.16,0.84,133.73,-44.61,5.02,30.69
136377,-0.08,-0.15,0.86,134.44,-45.04,5.10,30.74
136387,-0.08,-0.13,0.84,136.81,-44.02,6.69,30.79
136397,-0.07,-0.09,0.80,141.31,-38.82,11.68,30.74
136407,-0.02,-0.08,0.81,147.21,-29.01,15.86,30.84
136417,-0.02,-0.05,0.80,149.45,-22.31,18.26,30.84
136427,-0.02,-0.03,0.77,149.88,-22.34,17.91,30.74
136437,0.01,-0.01,0.74,150.95,-25.21,17.36,30.74
136447,0.05,0.04,0.68,150.03,-24.90,14.24,30.74
136457,0.08,0.11,0.61,145.83,-26.11,10.06,30.79
136467,0.12,0.15,0.57,138.85,-25.22,5.69,30.79
136477,0.14,0.16,0.52,131.40,-21.48,1.33,30.88
136487,0.13,0.18,0.53,124.60,-15.71,-1.86,30.79
136497,0.11,0.16,0.58,122.58,-13.34,-4.85,30.79
136507,0.09,0.14,0.59,125.60,-6.27,-6.67,30.74
136517,0.07,0.17,0.59,127.97,-0.63,-8.44,30.79
136527,0.04,0.24,0.57,127.10,-0.98,-9.63,30.65
136537,0.03,0.29,0.53,122.99,-4.11,-10.37,30.74
136547,0.01,0.30,0.52,115.94,-13.80,-10.34,30.74
