Millis,Acce_X,Acce_Y,Acce_Z,Gyro_X,Gyro_Y,Gyro_Z,Temp
181637,-0.08,-1.10,0.13,-8.27,-2.66,4.32,30.65
181647,-0.08,-1.09,0.10,-7.77,-2.79,4.32,30.65
181657,-0.06,-1.06,0.08,-7.47,-2.14,4.70,30.55
181667,-0.05,-1.05,0.06,-7.11,-2.06,5.28,30.65
181677,-0.04,-1.04,0.04,-7.92,-1.13,6.23,30.65
181687,-0.03,-1.06,0.05,-9.33,0.02,5.40,30.65
181697,-0.02,-1.07,0.05,-11.10,-0.67,3.08,30.51
181707,-0.03,-1.09,0.06,-12.67,-2.12,0.35,30.51
181717,-0.01,-1.10,0.04,-12.95,-1.18,-1.22,30.60
181727,0.00,-1.11,0.05,-11.82,0.15,-2.31,30.60
181737,0.01,-1.11,0.05,-10.93,0.92,-3.19,30.65
181747,0.02,-1.12,0.03,-10.52,1.30,-3.91,30.60
181757,0.04,-1.13,0.03,-10.12,2.09,-4.99,30.55
181767,0.05,-1.15,0.05,-8.20,3.21,-6.41,30.55
181777,0.06,-1.17,0.06,-3.69,5.13,-8.50,30.55
181787,0.08,-1.20,0.08,0.64,6.35,-12.53,30.65
181797,0.08,-1.19,0.09,4.95,7.53,-17.37,30.55
181807,0.07,-1.18,0.10,10.18,9.77,-22.58,30.55
181817,0.06,-1.18,0.08,14.18,12.37,-26.31,30.55
181827,0.06,-1.17,0.10,15.89,14.09,-32.15,30.51
181837,0.04,-1.18,0.14,16.32,15.42,-38.32,30.60
181847,0.01,-1.17,0.14,18.05,10.47,-44.05,30.51
181857,0.01,-1.13,0.09,20.78,11.19,-44.53,30.51
181867,0.02,-1.09,0.02,21.45,14.29,-41.56,30.65
181877,0.03,-1.06,0.01,15.59,14.61,-38.73,30.60
181887,0.06,-1.04,0.01,7.89,12.58,-39.25,30.51
181897,0.06,-1.02,-0.00,1.07,10.53,-39.60,30.55
181907,0.08,-1.01,-0.00,-2.05,9.19,-37.77,30.55
181917,0.08,-1.02,-0.00,-2.53,11.57,-32.64,30.65
181927,0.09,-1.03,0.02,-0.98,13.71,-26.99,30.46
181937,0.10,-1.03,0.02,-1.18,16.35,-20.53,30.65
181947,0.14,-1.03,0.03,-0.61,18.89,-14.34,30.55
181957,0.18,-1.04,0.03,0.41,22.09,-10.12,30.60
181967,0.20,-1.07,0.04,0.75,24.49,-9.88,30.60
181977,0.21,-1.11,0.07,1.80,23.83,-12.47,30.60
181987,0.23,-1.11,0.09,1.94,23.82,-17.82,30.69
181997,0.23,-1.09,0.08,2.03,22.50,-25.18,30.55
182007,0.24,-1.04,0.07,1.83,23.24,-30.27,30.60
182017,0.23,-1.00,0.06,2.14,25.04,-30.98,30.60
182027,0.20,-1.00,0.07,3.02,26.17,-28.70,30.55
182037,0.19,-0.99,0.08,4.15,29.83,-24.38,30.65
182047,0.19,-0.98,0.09,5.56,33.77,-18.96,30.55
182057,0.19,-0.97,0.08,6.00,36.29,-14.05,30.55
182067,0.20,-0.96,0.08,6.00,39.51,-9.25,30.74
182077,0.19,-0.94,0.08,5.50,40.41,-5.34,30.65
182087,0.19,-0.94,0.10,5.44,41.63,-2.49,30.69
182097,0.20,-0.95,0.11,5.95,43.10,0.09,30.60
182107,0.18,-0.96,0.15,7.13,44.70,1.77,30.60
182117,0.18,-0.98,0.18,9.07,47.39,2.72,30.60
182127,0.18,-0.99,0.19,11.37,49.15,2.03,30.60
182137,0.18,-0.99,0.20,13.91,50.35,1.16,30.60
182147,0.18,-0.99,0.20,16.93,52.37,-0.53,30.60
182157,0.17,-0.99,0.21,20.49,53.66,-2.87,30.55
182167,0.18,-0.99,0.20,25.40,54.49,-6.08,30.55
182177,0.21,-1.01,0.21,29.28,58.09,-12.31,30.65
182187,0.22,-1.02,0.21,29.88,58.96,-22.66,30.55
182197,0.21,-1.03,0.21,27.82,59.92,-34.20,30.55
182207,0.20,-1.01,0.18,22.41,59.50,-42.95,30.65
182217,0.19,-0.98,0.16,15.27,58.84,-49.37,30.65
182227,0.16,-0.95,0.13,7.53,54.92,-51.39,30.51
182237,0.11,-0.95,0.14,-0.05,54.58,-46.26,30.60
182247,0.06,-0.95,0.16,-2.58,58.27,-32.87,30.60
182257,0.03,-0.96,0.20,0.40,65.11,-16.79,30.60
182267,0.05,-0.98,0.24,6.14,71.68,-2.47,30.60
182277,0.07,-0.97,0.21,9.33,72.35,3.08,30.60
182287,0.10,-0.96,0.21,7.79,69.40,2.99,30.60
182297,0.10,-0.94,0.20,4.95,64.78,-0.02,30.55
182307,0.12,-0.91,0.15,0.32,65.36,-4.18,30.55
182317,0.12,-0.91,0.13,-8.08,63.66,-11.16,30.65
182327,0.10,-0.91,0.16,-17.94,59.60,-18.17,30.65
182337,0.08,-0.93,0.18,-23.80,53.94,-22.46,30.55
182347,0.08,-0.93,0.18,-27.63,49.45,-21.24,30.65
182357,0.08,-0.96,0.19,-26.52,52.72,-15.69,30.55
182367,0.08,-0.99,0.23,-22.50,56.49,-8.43,30.55
182377,0.09,-1.03,0.24,-16.27,60.47,-3.80,30.60
182387,0.11,-1.02,0.24,-13.18,60.75,-1.79,30.60
182397,0.12,-1.00,0.20,-9.68,61.19,-0.52,30.60
182407,0.13,-1.02,0.19,-7.91,62.93,-0.63,30.69
182417,0.13,-1.02,0.18,-8.21,64.20,0.82,30.60
182427,0.11,-1.04,0.21,-8.70,64.17,1.74,30.65
182437,0.11,-1.09,0.25,-6.82,64.53,1.89,30.60
182447,0.11,-1.10,0.26,-5.39,63.56,-0.27,30.65
182457,0.10,-1.10,0.28,-4.05,62.75,-3.68,30.65
182467,0.10,-1.10,0.28,-2.98,62.05,-8.64,30.55
182477,0.10,-1.07,0.28,-2.03,61.30,-13.69,30.65
182487,0.10,-1.04,0.26,-1.04,61.37,-17.97,30.65
182497,0.08,-1.02,0.23,-0.56,60.38,-21.16,30.65
182507,0.08,-1.00,0.19,-1.65,59.97,-22.56,30.55
182517,0.08,-0.99,0.19,-4.37,59.47,-23.47,30.60
182527,0.09,-1.00,0.20,-6.46,58.72,-25.39,30.60
182537,0.10,-1.02,0.21,-7.01,59.01,-27.94,30.60
182547,0.12,-1.02,0.18,-6.89,60.46,-31.42,30.60
182557,0.15,-1.02,0.15,-9.04,60.60,-36.75,30.55
182567,0.15,-1.01,0.12,-12.43,58.61,-43.37,30.60
182577,0.18,-1.04,0.12,-18.09,58.58,-50.14,30.60
182587,0.20,-1.04,0.09,-21.94,59.86,-56.20,30.65
182597,0.20,-1.04,0.10,-25.71,61.18,-61.53,30.65
182607,0.19,-1.03,0.12,-28.46,61.11,-64.37,30.65
182617,0.17,-1.01,0.14,-30.53,61.33,-64.56,30.65
182627,0.13,-1.00,0.14,-31.34,62.61,-61.31,30.55
182637,0.09,-1.01,0.20,-28.61,61.95,-54.32,30.55
182647,0.07,-1.02,0.21,-23.51,64.35,-44.15,30.55
182657,0.06,-1.01,0.20,-19.02,66.58,-32.61,30.69
182667,0.05,-1.02,0.22,-15.69,67.44,-21.10,30.60
182677,0.05,-1.02,0.23,-13.22,67.05,-12.11,30.69
182687,0.07,-1.01,0.22,-11.11,66.18,-5.66,30.65
182697,0.08,-1.01,0.22,-9.07,63.69,-0.78,30.60
182707,0.09,-1.01,0.20,-5.47,59.40,4.00,30.60
182717,0.13,-1.02,0.19,-2.82,60.37,8.85,30.65
182727,0.13,-1.01,0.20,-0.78,62.08,13.80,30.65
182737,0.13,-1.04,0.21,1.15,63.86,18.32,30.55
182747,0.15,-1.05,0.21,3.73,64.82,20.84,30.65
182757,0.16,-1.07,0.22,4.99,65.04,19.92,30.65
182767,0.17,-1.06,0.20,5.86,64.63,17.44,30.55
182777,0.16,-1.05,0.18,4.47,64.53,14.47,30.60
182787,0.15,-1.04,0.20,1.19,63.24,11.56,30.60
182797,0.15,-1.03,0.20,-2.56,61.34,8.09,30.51
182807,0.14,-1.04,0.23,-5.42,59.21,4.11,30.60
182817,0.11,-1.05,0.26,-6.87,56.34,0.03,30.65
182827,0.11,-1.06,0.28,-6.87,53.08,-3.16,30.60
182837,0.10,-1.06,0.29,-5.73,52.96,-5.11,30.60
182847,0.08,-1.05,0.29,-4.53,52.75,-5.40,30.65
182857,0.07,-1.02,0.27,-3.25,53.57,-3.13,30.55
182867,0.07,-1.02,0.27,-2.46,51.83,-0.15,30.65
182877,0.08,-0.99,0.25,-3.36,50.31,3.54,30.65
182887,0.10,-0.97,0.24,-2.79,49.79,5.98,30.55
182897,0.12,-0.96,0.22,-2.09,50.20,7.82,30.65
182907,0.12,-0.94,0.18,-2.21,50.17,11.07,30.65
