Millis,Acce_X,Acce_Y,Acce_Z,Gyro_X,Gyro_Y,Gyro_Z,Temp
122977,0.37,-0.47,1.00,-1.63,-5.50,-12.92,30.32
122987,0.33,-0.48,1.05,-0.18,-2.34,-16.41,30.32
122997,0.31,-0.47,1.04,1.91,-0.38,-19.88,30.32
123007,0.30,-0.47,1.03,4.79,0.26,-23.10,30.32
123017,0.28,-0.47,1.00,7.34,2.50,-25.50,30.32
123027,0.27,-0.45,0.97,8.17,6.84,-27.19,30.27
123037,0.26,-0.44,0.93,6.99,8.92,-29.91,30.27
123047,0.22,-0.43,0.92,5.88,11.37,-31.97,30.37
123057,0.18,-0.42,0.91,4.46,12.46,-31.60,30.37
123067,0.17,-0.41,0.89,3.91,12.85,-29.69,30.27
123077,0.18,-0.41,0.89,3.45,14.34,-27.60,30.41
123087,0.18,-0.41,0.88,3.65,17.92,-24.90,30.32
123097,0.18,-0.43,0.89,5.73,28.09,-18.85,30.32
123107,0.19,-0.46,0.92,10.38,41.27,-11.62,30.32
123117,0.18,-0.47,0.94,14.18,53.10,-7.98,30.22
123127,0.17,-0.49,0.97,14.55,52.47,-7.82,30.37
123137,0.16,-0.48,0.97,12.90,42.64,-11.39,30.27
123147,0.15,-0.45,0.95,11.79,30.61,-16.05,30.27
123157,0.18,-0.43,0.93,11.56,20.43,-22.34,30.27
123167,0.22,-0.43,0.91,7.45,13.83,-30.87,30.37
123177,0.23,-0.44,0.89,-1.89,8.38,-40.79,30.27
123187,0.19,-0.46,0.92,-9.86,7.10,-48.18,30.32
123197,0.16,-0.47,0.95,-10.24,12.40,-50.34,30.32
123207,0.14,-0.48,0.98,-7.44,25.10,-48.41,30.32
123217,0.10,-0.49,1.01,-0.85,37.08,-45.18,30.41
123227,0.07,-0.48,1.03,4.17,43.07,-43.25,30.32
123237,0.05,-0.48,1.06,5.15,38.78,-44.46,30.32
123247,0.04,-0.47,1.06,3.92,26.84,-48.17,30.37
123257,0.04,-0.42,1.04,1.62,15.07,-52.03,30.37
123267,0.03,-0.39,1.01,-0.66,5.85,-54.32,30.37
123277,0.04,-0.37,1.00,-3.33,3.94,-53.16,30.46
123287,0.05,-0.38,1.01,-6.05,6.12,-50.03,30.27
123297,0.05,-0.41,1.04,-6.20,10.21,-47.71,30.27
123307,0.06,-0.45,1.05,-5.11,18.61,-45.97,30.41
123317,0.04,-0.46,1.08,-3.15,19.16,-45.28,30.32
123327,0.01,-0.45,1.10,-0.05,14.56,-45.92,30.32
123337,-0.01,-0.43,1.08,1.51,5.95,-46.61,30.32
123347,0.00,-0.39,1.04,0.66,-3.22,-48.00,30.27
123357,0.02,-0.38,1.01,-3.19,-10.23,-48.56,30.41
123367,0.05,-0.37,0.98,-6.96,-13.80,-47.36,30.27
123377,0.06,-0.37,0.97,-9.50,-14.08,-46.17,30.27
123387,0.11,-0.38,0.92,-11.34,-6.67,-44.66,30.27
123397,0.12,-0.40,0.92,-11.80,1.08,-43.10,30.37
123407,0.12,-0.39,0.91,-10.95,9.36,-41.02,30.37
123417,0.11,-0.39,0.91,-11.28,17.16,-39.44,30.37
123427,0.12,-0.42,0.87,-11.13,23.71,-38.50,30.41
123437,0.09,-0.38,0.92,-15.65,26.96,-37.69,30.32
123447,0.08,-0.40,0.96,-17.91,26.41,-37.94,30.32
123457,0.08,-0.43,0.99,-18.35,23.92,-38.50,30.32
123467,0.08,-0.47,1.01,-18.06,19.27,-39.60,30.22
123477,0.10,-0.48,1.01,-16.93,15.34,-40.81,30.37
123487,0.16,-0.49,1.00,-15.48,17.97,-41.51,30.27
123497,0.20,-0.51,1.01,-10.93,29.56,-41.92,30.46
123507,0.20,-0.54,1.06,-5.82,44.67,-41.47,30.27
123517,0.16,-0.56,1.13,0.72,55.37,-41.98,30.37
123527,0.13,-0.61,1.24,5.80,58.50,-45.62,30.37
123537,0.09,-0.61,1.27,7.27,49.89,-52.00,30.37
123547,0.07,-0.62,1.31,8.81,36.61,-59.21,30.32
123557,0.05,-0.60,1.28,13.28,24.11,-65.24,30.32
123567,0.06,-0.58,1.19,17.74,16.69,-68.35,30.32
123577,0.08,-0.52,1.11,19.83,11.57,-71.24,30.32
123587,0.10,-0.48,1.02,19.83,11.54,-72.32,30.41
123597,0.12,-0.44,0.93,17.48,12.92,-72.70,30.41
123607,0.14,-0.41,0.84,15.10,20.06,-72.06,30.27
123617,0.16,-0.38,0.76,10.32,28.93,-71.13,30.37
123627,0.14,-0.34,0.70,1.44,38.78,-69.01,30.27
123637,0.12,-0.34,0.71,-6.58,44.75,-68.00,30.27
123647,0.10,-0.32,0.72,-10.69,49.01,-67.40,30.37
123657,0.07,-0.34,0.76,-14.11,50.52,-67.10,30.27
123667,0.06,-0.37,0.79,-14.82,53.79,-65.56,30.32
123677,0.04,-0.39,0.85,-14.03,54.26,-64.98,30.41
123687,0.02,-0.41,0.89,-13.24,55.50,-65.57,30.32
123697,0.03,-0.43,0.92,-12.02,55.02,-66.87,30.37
123707,0.01,-0.43,0.94,-9.62,54.31,-68.38,30.32
123717,0.01,-0.42,0.96,-7.21,51.73,-70.99,30.46
123727,-0.01,-0.43,0.97,-5.76,42.98,-75.30,30.37
123737,-0.03,-0.40,0.96,-6.00,33.91,-79.33,30.37
123747,-0.03,-0.40,0.95,-6.73,28.20,-82.02,30.37
123757,-0.03,-0.40,0.91,-6.32,26.52,-82.26,30.37
